detection_id,lat,lon,geom,antenna_id,tag_id,detection_timestamp_tz,tagged_timestamp_tz,create_user,create_date,mod_user,mod_date,program
642949,41.90820556,-70.57045833,0101000020E61000004450AB6382A451C07BAC631440F44440,TA1-A3,900_228000562369,2017-05-07 19:21:35+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642950,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562366,2017-05-07 19:23:13+00,2017-05-07 23:45:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642951,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562373,2017-05-07 19:24:17+00,2017-05-07 14:15:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642952,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562373,2017-05-07 20:37:52+00,2017-05-07 14:15:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642953,41.90820556,-70.57045833,0101000020E61000004450AB6382A451C07BAC631440F44440,TA1-A3,900_228000562369,2017-05-07 20:45:31+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642954,41.90820556,-70.57045833,0101000020E61000004450AB6382A451C07BAC631440F44440,TA1-A3,900_228000562367,2017-05-07 20:45:39+00,2017-05-07 11:46:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642955,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562373,2017-05-07 20:46:03+00,2017-05-07 14:15:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642956,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562371,2017-05-07 20:46:05+00,2017-05-07 15:12:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642957,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562374,2017-05-07 20:46:06+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642958,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562376,2017-05-07 20:46:09+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642959,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562376,2017-05-07 20:49:31+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642960,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562376,2017-05-07 20:52:59+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642961,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562376,2017-05-07 20:55:01+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642962,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562367,2017-05-07 20:55:11+00,2017-05-07 11:46:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642963,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562367,2017-05-07 20:55:20+00,2017-05-07 11:46:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642964,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562367,2017-05-07 21:39:51+00,2017-05-07 11:46:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642965,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562366,2017-05-07 21:42:48+00,2017-05-07 23:45:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642966,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562367,2017-05-07 21:42:55+00,2017-05-07 11:46:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642967,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562369,2017-05-07 22:56:49+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642968,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562369,2017-05-07 23:00:18+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642969,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562369,2017-05-07 23:09:22+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642970,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562369,2017-05-07 23:12:10+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642971,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562375,2017-05-07 23:27:56+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642972,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562376,2017-05-07 23:31:27+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642973,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562376,2017-05-07 23:44:56+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642974,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562375,2017-05-08 00:12:46+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642975,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562375,2017-05-08 00:25:56+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642976,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562375,2017-05-08 02:29:21+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642977,41.90850833,-70.57033056,0101000020E6100000890DBB4B80A451C05FD545004AF44440,TA1-A1,900_228000562375,2017-05-08 02:42:46+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642978,41.908225,-70.57005,0101000020E61000006DC5FEB27BA451C06E3480B740F44440,TA1-A2,900_228000562375,2017-05-08 03:07:59+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642979,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562311,2017-04-30 11:49:20+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642980,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562311,2017-04-30 11:54:19+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642981,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562306,2017-04-30 12:16:43+00,2017-04-29 12:18:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642982,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562343,2017-04-30 12:18:32+00,2017-04-29 14:59:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642983,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562306,2017-04-30 12:19:55+00,2017-04-29 12:18:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642984,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562343,2017-04-30 12:22:57+00,2017-04-29 14:59:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642985,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562309,2017-04-30 12:25:50+00,2017-04-29 12:37:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642986,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562309,2017-04-30 12:42:07+00,2017-04-29 12:37:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642987,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562345,2017-04-30 13:40:31+00,2017-04-29 15:08:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642988,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562345,2017-04-30 13:49:34+00,2017-04-29 15:08:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642989,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562345,2017-04-30 13:51:21+00,2017-04-29 15:08:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642990,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562345,2017-04-30 13:51:28+00,2017-04-29 15:08:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642991,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562331,2017-04-30 13:51:29+00,2017-04-29 13:59:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642992,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562323,2017-04-30 13:51:30+00,2017-04-29 13:30:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642993,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562351,2017-04-30 15:17:25+00,2017-04-29 16:02:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642994,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562351,2017-04-30 15:23:28+00,2017-04-29 16:02:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642995,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562336,2017-04-30 20:54:23+00,2017-04-29 14:30:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642996,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562336,2017-04-30 21:02:10+00,2017-04-29 14:30:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642997,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562330,2017-04-30 21:02:11+00,2017-04-29 13:53:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642998,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562337,2017-04-30 21:02:12+00,2017-04-29 14:31:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
642999,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562325,2017-04-30 21:02:13+00,2017-04-29 13:50:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643000,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562369,2017-05-08 22:40:29+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643001,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562369,2017-05-08 22:40:34+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643002,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562369,2017-05-08 22:41:13+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643003,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562369,2017-05-08 22:53:14+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643004,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562369,2017-05-08 23:31:07+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643005,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562369,2017-05-08 23:31:50+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643006,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562369,2017-05-08 23:31:51+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643007,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562369,2017-05-08 23:48:24+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643008,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562369,2017-05-08 23:49:00+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643009,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562369,2017-05-08 23:49:03+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643010,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562373,2017-05-08 23:49:08+00,2017-05-07 14:15:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643011,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562369,2017-05-08 23:54:20+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643012,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562369,2017-05-08 23:55:42+00,2017-05-07 11:47:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643013,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562373,2017-05-08 23:55:47+00,2017-05-07 14:15:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643014,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562366,2017-05-08 23:56:42+00,2017-05-07 11:45:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643015,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562371,2017-05-08 23:56:46+00,2017-05-07 15:12:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643016,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562376,2017-05-08 23:59:11+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643017,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562366,2017-05-08 23:59:14+00,2017-05-07 11:45:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643018,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562367,2017-05-09 00:05:22+00,2017-05-07 11:46:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643019,41.90505278,-70.56798333,0101000020E6100000954CC4D659A451C009E7F8C4D8F34440,TA2-A1,900_228000562375,2017-05-09 00:05:26+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643020,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562376,2017-05-09 00:12:46+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643021,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562374,2017-05-09 00:12:47+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643022,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562375,2017-05-09 00:14:21+00,2017-05-07 15:16:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643023,41.90523611,-70.56771944,0101000020E610000015C0EF8355A451C0972AE2C6DEF34440,TA2-A3,900_228000562367,2017-05-09 00:14:33+00,2017-05-07 11:46:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643024,41.90428056,-70.5593,0101000020E6100000C7293A92CBA351C0F95A1A77BFF34440,TA3-A1,900_228000562311,2017-05-01 22:47:22+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643025,41.90428056,-70.5593,0101000020E6100000C7293A92CBA351C0F95A1A77BFF34440,TA3-A1,900_228000562311,2017-05-01 22:47:23+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643026,41.90416944,-70.55914444,0101000020E61000000A9CC705C9A351C0C8DE08D3BBF34440,TA3-A2,900_228000562311,2017-05-01 22:47:50+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643027,41.90416944,-70.55914444,0101000020E61000000A9CC705C9A351C0C8DE08D3BBF34440,TA3-A2,900_228000562311,2017-05-01 22:47:53+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643028,41.90416944,-70.55914444,0101000020E61000000A9CC705C9A351C0C8DE08D3BBF34440,TA3-A2,900_228000562311,2017-05-01 22:48:40+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643029,41.90416944,-70.55914444,0101000020E61000000A9CC705C9A351C0C8DE08D3BBF34440,TA3-A2,900_228000562311,2017-05-01 22:52:29+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643030,41.90416944,-70.55914444,0101000020E61000000A9CC705C9A351C0C8DE08D3BBF34440,TA3-A2,900_228000562311,2017-05-01 22:53:19+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643031,41.90428056,-70.5593,0101000020E6100000C7293A92CBA351C0F95A1A77BFF34440,TA3-A1,900_228000562311,2017-05-01 22:56:42+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643032,41.90428056,-70.5593,0101000020E6100000C7293A92CBA351C0F95A1A77BFF34440,TA3-A1,900_228000562311,2017-05-01 23:06:14+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643033,41.90428056,-70.5593,0101000020E6100000C7293A92CBA351C0F95A1A77BFF34440,TA3-A1,900_228000562311,2017-05-01 23:06:16+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643034,41.90428056,-70.5593,0101000020E6100000C7293A92CBA351C0F95A1A77BFF34440,TA3-A1,900_228000562311,2017-05-01 23:06:16+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643035,41.90428056,-70.5593,0101000020E6100000C7293A92CBA351C0F95A1A77BFF34440,TA3-A1,900_228000562315,2017-05-01 23:06:17+00,2017-04-29 13:13:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643036,41.90428056,-70.5593,0101000020E6100000C7293A92CBA351C0F95A1A77BFF34440,TA3-A1,900_228000562320,2017-05-01 23:06:18+00,2017-04-29 13:28:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643037,41.90428056,-70.5593,0101000020E6100000C7293A92CBA351C0F95A1A77BFF34440,TA3-A1,900_228000562314,2017-05-01 23:06:19+00,2017-04-29 13:12:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643038,41.90428056,-70.5593,0101000020E6100000C7293A92CBA351C0F95A1A77BFF34440,TA3-A1,900_228000562330,2017-05-01 23:06:20+00,2017-04-29 13:53:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643039,41.90428056,-70.5593,0101000020E6100000C7293A92CBA351C0F95A1A77BFF34440,TA3-A1,900_228000562337,2017-05-01 23:06:21+00,2017-04-29 14:31:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643040,41.90416944,-70.55914444,0101000020E61000000A9CC705C9A351C0C8DE08D3BBF34440,TA3-A2,900_228000562311,2017-05-01 23:06:48+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643041,41.90416944,-70.55914444,0101000020E61000000A9CC705C9A351C0C8DE08D3BBF34440,TA3-A2,900_228000562311,2017-05-01 23:06:51+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
643042,41.90416944,-70.55914444,0101000020E61000000A9CC705C9A351C0C8DE08D3BBF34440,TA3-A2,900_228000562311,2017-05-01 23:07:01+00,2017-04-29 12:54:00+00,bbray@mit.edu,2023-01-03 12:04:00+05,bbray@mit.edu,2023-01-03 12:04:00+05,Fresh Pond
